EMISSAO;PEDIDO;CLIENTE;PRODUTO;DESCRICAO;QTDE;VALOR;TOTAL;REPRESENTANTE
12/05/2023;32844;LAT CAMANDUCAIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;400,7;4007;SOUZA & SANTON REPR LTDA
12/05/2023;32844;LAT CAMANDUCAIA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;30;210,6;6318;SOUZA & SANTON REPR LTDA
12/05/2023;32848;SUPERVAREJAO SAUDE LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;400,7;4007;SOUZA & SANTON REPR LTDA
12/05/2023;32864;SM KACULA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;212,88;2128,8;SOUZA & SANTON REPR LTDA
12/05/2023;32864;SM KACULA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;405,15;4051,5;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;226,45;452,9;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;257,85;515,7;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;4;430,86;1723,44;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;2;250,43;500,86;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;226,45;452,9;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;257,85;515,7;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;2;250,43;500,86;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;1;505,05;505,05;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;4;430,86;1723,44;SOUZA & SANTON REPR LTDA
12/05/2023;32852;COML CHOCOLANDIA LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;1;505,05;505,05;SOUZA & SANTON REPR LTDA
12/05/2023;32866;SM KACULA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;405,15;2025,75;SOUZA & SANTON REPR LTDA
12/05/2023;32865;SM KACULA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;212,88;2128,8;SOUZA & SANTON REPR LTDA
12/05/2023;32865;SM KACULA LTDA;4783P;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS PET 12X500ML;10;229,38;2293,8;SOUZA & SANTON REPR LTDA
12/05/2023;32867;SM KACULA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;212,88;2128,8;SOUZA & SANTON REPR LTDA
12/05/2023;32867;SM KACULA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;405,15;4051,5;SOUZA & SANTON REPR LTDA
12/05/2023;33296;CENTRO DE DISTR BUTANTA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;173,6;347,2;SOUZA & SANTON REPR LTDA
12/05/2023;32736;ARAUJO GUIMARAES DISTR DE GEN ALIM LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;50;761,1;38055;SOUZA & SANTON REPR LTDA
12/05/2023;32736;ARAUJO GUIMARAES DISTR DE GEN ALIM LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;50;761,1;38055;SOUZA & SANTON REPR LTDA
12/05/2023;32736;ARAUJO GUIMARAES DISTR DE GEN ALIM LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;50;761,1;38055;SOUZA & SANTON REPR LTDA
12/05/2023;32736;ARAUJO GUIMARAES DISTR DE GEN ALIM LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;50;761,1;38055;SOUZA & SANTON REPR LTDA
12/05/2023;32842;FEDERZONI SERPA COM DE ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;239,8;2398;SOUZA & SANTON REPR LTDA
12/05/2023;32842;FEDERZONI SERPA COM DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;400,7;4007;SOUZA & SANTON REPR LTDA
12/05/2023;33328;FEDERZONI SERPA COM DE ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;9;177,1;1593,9;SOUZA & SANTON REPR LTDA
16/05/2023;32888;SILVA E BARBOSA COM DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;130;418,09;54351,7;SOUZA & SANTON REPR LTDA
16/05/2023;32900;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
16/05/2023;32900;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
16/05/2023;32900;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
16/05/2023;32906;SUPERMERCADO ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
16/05/2023;32906;SUPERMERCADO ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
16/05/2023;32906;SUPERMERCADO ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
16/05/2023;32902;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
16/05/2023;32902;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
16/05/2023;32902;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
16/05/2023;33349;EMP MEGA 100 COM DE ALIM S A;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;200;232,8;46560;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;75;111,42;8356,5;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;30;198,8;5964;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;180,8;5424;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;10;248;2480;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;75;111,42;8356,5;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;30;198,8;5964;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;30;198,8;5964;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;75;111,42;8356,5;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;10;248;2480;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;180,8;5424;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;10;248;2480;SOUZA & SANTON REPR LTDA
17/05/2023;33330;CALVO COM E IMP LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;180,8;5424;SOUZA & SANTON REPR LTDA
18/05/2023;33375;ANDORINHA SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;60;189,98;11398,8;SOUZA & SANTON REPR LTDA
18/05/2023;33324;COML CHOCOLANDIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;8;190,43;1523,44;SOUZA & SANTON REPR LTDA
18/05/2023;33324;COML CHOCOLANDIA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;7;167,75;1174,25;SOUZA & SANTON REPR LTDA
18/05/2023;33324;COML CHOCOLANDIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;8;190,43;1523,44;SOUZA & SANTON REPR LTDA
18/05/2023;33324;COML CHOCOLANDIA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;7;167,75;1174,25;SOUZA & SANTON REPR LTDA
18/05/2023;33329;PIRES COM DE CEREAIS E CONDIMENTOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;177,1;1771;SOUZA & SANTON REPR LTDA
18/05/2023;33329;PIRES COM DE CEREAIS E CONDIMENTOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;177,1;1771;SOUZA & SANTON REPR LTDA
18/05/2023;33331;SM HIGA & FILHOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;177,2;3544;SOUZA & SANTON REPR LTDA
18/05/2023;33331;SM HIGA & FILHOS LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;202;2020;SOUZA & SANTON REPR LTDA
18/05/2023;33331;SM HIGA & FILHOS LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;202;2020;SOUZA & SANTON REPR LTDA
18/05/2023;33331;SM HIGA & FILHOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;177,2;3544;SOUZA & SANTON REPR LTDA
18/05/2023;33332;SM HIGA & FILHOS LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;202;2020;SOUZA & SANTON REPR LTDA
18/05/2023;33332;SM HIGA & FILHOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;177,2;5316;SOUZA & SANTON REPR LTDA
18/05/2023;33332;SM HIGA & FILHOS LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;202;2020;SOUZA & SANTON REPR LTDA
18/05/2023;33332;SM HIGA & FILHOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;177,2;5316;SOUZA & SANTON REPR LTDA
18/05/2023;33360;ATAC DO NATURAL COM E IMP DE PROD ALIM LTDA;1000;AZEITE DE OLIVA BIONDO EXTRA VIRGEM VR 20X500ML;3;494;1482;SOUZA & SANTON REPR LTDA
18/05/2023;33360;ATAC DO NATURAL COM E IMP DE PROD ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;2;156;312;SOUZA & SANTON REPR LTDA
22/05/2023;33377;AGRO PAULINHO DISTR DE CEREAIS LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;153,8;1538;SOUZA & SANTON REPR LTDA
22/05/2023;33377;AGRO PAULINHO DISTR DE CEREAIS LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;153,8;1538;SOUZA & SANTON REPR LTDA
22/05/2023;33381;COM DE ALIM RRS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;177,1;354,2;SOUZA & SANTON REPR LTDA
22/05/2023;33381;COM DE ALIM RRS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;177,1;354,2;SOUZA & SANTON REPR LTDA
22/05/2023;33383;ANDORINHA SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;60;189,98;11398,8;SOUZA & SANTON REPR LTDA
22/05/2023;33383;ANDORINHA SM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;30;209,8;6294;SOUZA & SANTON REPR LTDA
22/05/2023;33388;MERC IPANEMA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;156;468;SOUZA & SANTON REPR LTDA
22/05/2023;33388;MERC IPANEMA LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;1;153,8;153,8;SOUZA & SANTON REPR LTDA
22/05/2023;33388;MERC IPANEMA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;2;198;396;SOUZA & SANTON REPR LTDA
22/05/2023;33390;MERC IPANEMA LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;1;153,8;153,8;SOUZA & SANTON REPR LTDA
22/05/2023;33390;MERC IPANEMA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;6;156;936;SOUZA & SANTON REPR LTDA
22/05/2023;33390;MERC IPANEMA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;3;198;594;SOUZA & SANTON REPR LTDA
22/05/2023;33392;MERC IPANEMA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;8;156;1248;SOUZA & SANTON REPR LTDA
22/05/2023;33392;MERC IPANEMA LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;4;153,8;615,2;SOUZA & SANTON REPR LTDA
22/05/2023;33392;MERC IPANEMA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;6;198;1188;SOUZA & SANTON REPR LTDA
22/05/2023;33394;MERC IPANEMA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;156;1560;SOUZA & SANTON REPR LTDA
22/05/2023;33394;MERC IPANEMA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;5;198;990;SOUZA & SANTON REPR LTDA
22/05/2023;33394;MERC IPANEMA LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;5;153,8;769;SOUZA & SANTON REPR LTDA
22/05/2023;33396;COML QUALITY SERV LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;11;156;1716;SOUZA & SANTON REPR LTDA
22/05/2023;33396;COML QUALITY SERV LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;8;198;1584;SOUZA & SANTON REPR LTDA
22/05/2023;33396;COML QUALITY SERV LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;7;153,8;1076,6;SOUZA & SANTON REPR LTDA
22/05/2023;33401;SILVA E BARBOSA COM DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;30;163,91;4917,3;SOUZA & SANTON REPR LTDA
22/05/2023;33407;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;115;152,9;17583,5;SOUZA & SANTON REPR LTDA
22/05/2023;33409;SM BEM BARATO DIADEMA LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;3;150,8;452,4;SOUZA & SANTON REPR LTDA
22/05/2023;33409;SM BEM BARATO DIADEMA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;6;152,9;917,4;SOUZA & SANTON REPR LTDA
22/05/2023;33411;MERC BEM BARATO LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;15;152,9;2293,5;SOUZA & SANTON REPR LTDA
22/05/2023;33413;SM BEM BARATO SP LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;152,9;458,7;SOUZA & SANTON REPR LTDA
22/05/2023;33415;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;25;152,9;3822,5;SOUZA & SANTON REPR LTDA
22/05/2023;33417;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;10;150,8;1508;SOUZA & SANTON REPR LTDA
22/05/2023;33417;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;20;152,9;3058;SOUZA & SANTON REPR LTDA
22/05/2023;33421;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;152,9;764,5;SOUZA & SANTON REPR LTDA
22/05/2023;33423;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;40;152,9;6116;SOUZA & SANTON REPR LTDA
22/05/2023;33423;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;3;150,8;452,4;SOUZA & SANTON REPR LTDA
22/05/2023;33425;5M COM ATAC E VAREJ DE ALIM LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;4;190,8;763,2;SOUZA & SANTON REPR LTDA
22/05/2023;33427;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;152,9;1529;SOUZA & SANTON REPR LTDA
22/05/2023;33429;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;7;152,9;1070,3;SOUZA & SANTON REPR LTDA
22/05/2023;33431;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;2;150,8;301,6;SOUZA & SANTON REPR LTDA
22/05/2023;33431;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;15;152,9;2293,5;SOUZA & SANTON REPR LTDA
22/05/2023;33433;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA.;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;5;150,8;754;SOUZA & SANTON REPR LTDA
22/05/2023;33433;5M COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA.;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;32;152,9;4892,8;SOUZA & SANTON REPR LTDA
22/05/2023;33435;5M COM ATAC E VAREJ DE ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;4;152,9;611,6;SOUZA & SANTON REPR LTDA
22/05/2023;33435;5M COM ATAC E VAREJ DE ALIM LTDA;4363PS;OLEO COMPOSTO SOJA E OLIVA TRADIÇÃO 500ML;2;150,8;301,6;SOUZA & SANTON REPR LTDA
23/05/2023;33445;STM ERVAS E ESPECIARIAS EIRELI;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;139,2;1392;SOUZA & SANTON REPR LTDA
23/05/2023;33445;STM ERVAS E ESPECIARIAS EIRELI;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;139,2;1392;SOUZA & SANTON REPR LTDA
23/05/2023;33373;SM ALABARCE LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;20;152,88;3057,6;SOUZA & SANTON REPR LTDA
25/05/2023;32895;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;418,63;4186,3;SOUZA & SANTON REPR LTDA
25/05/2023;32895;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;418,63;4186,3;SOUZA & SANTON REPR LTDA
25/05/2023;32895;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;418,63;4186,3;SOUZA & SANTON REPR LTDA
25/05/2023;32899;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32899;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32899;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32903;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;30;418,63;12558,9;SOUZA & SANTON REPR LTDA
25/05/2023;32903;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;30;418,63;12558,9;SOUZA & SANTON REPR LTDA
25/05/2023;32903;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;30;418,63;12558,9;SOUZA & SANTON REPR LTDA
25/05/2023;32897;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;15;418,63;6279,45;SOUZA & SANTON REPR LTDA
25/05/2023;32897;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;15;418,63;6279,45;SOUZA & SANTON REPR LTDA
25/05/2023;32897;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;15;418,63;6279,45;SOUZA & SANTON REPR LTDA
25/05/2023;32901;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;30;418,63;12558,9;SOUZA & SANTON REPR LTDA
25/05/2023;32901;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;30;418,63;12558,9;SOUZA & SANTON REPR LTDA
25/05/2023;32901;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;30;418,63;12558,9;SOUZA & SANTON REPR LTDA
25/05/2023;32904;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32904;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32904;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32894;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
25/05/2023;32894;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
25/05/2023;32894;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
25/05/2023;32898;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
25/05/2023;32898;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
25/05/2023;32898;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;25;418,63;10465,75;SOUZA & SANTON REPR LTDA
25/05/2023;32896;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;15;418,63;6279,45;SOUZA & SANTON REPR LTDA
25/05/2023;32896;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;15;418,63;6279,45;SOUZA & SANTON REPR LTDA
25/05/2023;32896;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;15;418,63;6279,45;SOUZA & SANTON REPR LTDA
25/05/2023;32905;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32905;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32905;SM ROSSI NEW LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;418,63;8372,6;SOUZA & SANTON REPR LTDA
25/05/2023;32912;707 AUTO SERV DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;405,4;4054;SOUZA & SANTON REPR LTDA
25/05/2023;32915;707 AUTO SERV DE ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;20;405,4;8108;SOUZA & SANTON REPR LTDA
