EMISSAO;PEDIDO;CLIENTE;PRODUTO;DESCRICAO;QTDE;VALOR;TOTAL;REPRESENTANTE
16/02/2023;32369;SM CAVICCHIOLLI LTDA ;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;250;292;73000;J B BONINI REPR COML
20/02/2023;32372;SM CAVICCHIOLLI LTDA ;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;250;292;73000;J B BONINI REPR COML
20/02/2023;32516;A A DE MELO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;186,6;1866;J B BONINI REPR COML
20/02/2023;32517;A A DE MELO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;186,6;1866;J B BONINI REPR COML
23/03/2023;32593;SM CAVICCHIOLLI LTDA ;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;250;292;73000;J B BONINI REPR COML
30/03/2023;32707;A A DE MELO & CIA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;5;232,92;1164,6;J B BONINI REPR COML
30/03/2023;32707;A A DE MELO & CIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;3;389,4;1168,2;J B BONINI REPR COML
30/03/2023;32708;A A DE MELO & CIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;6;389,4;2336,4;J B BONINI REPR COML
30/03/2023;32708;A A DE MELO & CIA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;6;232,92;1397,52;J B BONINI REPR COML
30/03/2023;32709;A A DE MELO & CIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;8;389,4;3115,2;J B BONINI REPR COML
30/03/2023;32709;A A DE MELO & CIA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;10;232,92;2329,2;J B BONINI REPR COML
26/04/2023;33022;SAUDE COM DE BEB LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;173,6;5208;J B BONINI REPR COML
26/04/2023;33121;OFELIA SARRI MORETE;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;6;177,2;1063,2;J B BONINI REPR COML
26/04/2023;33123;A A DE MELO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;6;184,48;1106,88;J B BONINI REPR COML
26/04/2023;33124;A A DE MELO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;184,48;1844,8;J B BONINI REPR COML
26/04/2023;33125;A A DE MELO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;184,48;1844,8;J B BONINI REPR COML
28/04/2023;33158;VICHESSE SGARIBOLDI SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;6;183;1098;J B BONINI REPR COML
28/04/2023;33159;VICHESSE SGARIBOLDI SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;6;183;1098;J B BONINI REPR COML
28/04/2023;33160;VICHESSE SGARIBOLDI SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;183;1830;J B BONINI REPR COML
28/04/2023;33161;VICHESSE SGARIBOLDI SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;183;1830;J B BONINI REPR COML
28/04/2023;33162;VICHESSE SGARIBOLDI SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;6;183;1098;J B BONINI REPR COML
15/06/2023;33558;A A DE MELO & CIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;437,5;2187,5;J B BONINI REPR COML
15/06/2023;33558;A A DE MELO & CIA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;7;260,1;1820,7;J B BONINI REPR COML
15/06/2023;33559;A A DE MELO & CIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;8;437,5;3500;J B BONINI REPR COML
15/06/2023;33559;A A DE MELO & CIA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;9;260,1;2340,9;J B BONINI REPR COML
15/06/2023;33560;A A DE MELO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;157,09;1570,9;J B BONINI REPR COML
15/06/2023;33561;A A DE MELO & CIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;9;437,5;3937,5;J B BONINI REPR COML
15/06/2023;33561;A A DE MELO & CIA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;14;260,1;3641,4;J B BONINI REPR COML
15/06/2023;33562;A A DE MELO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;157,09;1570,9;J B BONINI REPR COML
15/06/2023;33585;SM CAVICCHIOLLI LTDA ;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;105;369,04;38749,2;J B BONINI REPR COML
15/06/2023;33586;SM CAVICCHIOLLI LTDA ;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;176;160,43;28235,68;J B BONINI REPR COML
28/02/2023;32639;SM E REST JVA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;183,2;549,6;JH MASSARI REPR LTDA
28/02/2023;32646;MIX VALI COM DE PROD ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;50;169,48;8474;JH MASSARI REPR LTDA
28/02/2023;32646;MIX VALI COM DE PROD ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;50;169,48;8474;JH MASSARI REPR LTDA
03/03/2023;32672;S M SM MENDONCA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;60;159,31;9558,6;JH MASSARI REPR LTDA
23/03/2023;32646;MIX VALI COM DE PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;300;365,7;109710;JH MASSARI REPR LTDA
23/03/2023;32646;MIX VALI COM DE PROD ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;160;192,9;30864;JH MASSARI REPR LTDA
23/03/2023;32646;MIX VALI COM DE PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;300;365,7;109710;JH MASSARI REPR LTDA
23/03/2023;32646;MIX VALI COM DE PROD ALIM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;160;192,9;30864;JH MASSARI REPR LTDA
23/03/2023;32646;MIX VALI COM DE PROD ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;140;218,9;30646;JH MASSARI REPR LTDA
23/03/2023;32646;MIX VALI COM DE PROD ALIM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;140;218,9;30646;JH MASSARI REPR LTDA
27/03/2023;32639;SM E REST JVA EIRELI;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;22;228,6;5029,2;JH MASSARI REPR LTDA
27/03/2023;32639;SM E REST JVA EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;382;764;JH MASSARI REPR LTDA
27/03/2023;32672;S M SM MENDONCA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;100;197,1;19710;JH MASSARI REPR LTDA
27/03/2023;32672;S M SM MENDONCA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;50;223,6;11180;JH MASSARI REPR LTDA
27/03/2023;32672;S M SM MENDONCA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;100;373,7;37370;JH MASSARI REPR LTDA
26/04/2023;33080;SM E REST JVA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;177,1;354,2;JH MASSARI REPR LTDA
28/04/2023;33179;SM E REST JVA EIRELI;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;5;194,7;973,5;JH MASSARI REPR LTDA
28/04/2023;33179;SM E REST JVA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;177,1;531,3;JH MASSARI REPR LTDA
28/04/2023;33179;SM E REST JVA EIRELI;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;10;109,1;1091;JH MASSARI REPR LTDA
28/04/2023;33181;SM SARTORATO E XAVIER LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;2;194,7;389,4;JH MASSARI REPR LTDA
28/04/2023;33181;SM SARTORATO E XAVIER LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;3;156;468;JH MASSARI REPR LTDA
28/04/2023;33181;SM SARTORATO E XAVIER LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;2;109,1;218,2;JH MASSARI REPR LTDA
28/04/2023;33185;SM TULON LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;5;194,7;973,5;JH MASSARI REPR LTDA
28/04/2023;33185;SM TULON LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;156;1560;JH MASSARI REPR LTDA
28/04/2023;33187;SM MONTICO LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;4;156;624;JH MASSARI REPR LTDA
28/04/2023;33187;SM MONTICO LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;177,1;531,3;JH MASSARI REPR LTDA
28/04/2023;33187;SM MONTICO LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;2;194,7;389,4;JH MASSARI REPR LTDA
28/04/2023;33183;SM CACULA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;1;194,7;194,7;JH MASSARI REPR LTDA
28/04/2023;33183;SM CACULA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;177,1;354,2;JH MASSARI REPR LTDA
08/05/2023;33219;SM LOUVEIRA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;177,1;354,2;JH MASSARI REPR LTDA
08/05/2023;33219;SM LOUVEIRA LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;5;194,7;973,5;JH MASSARI REPR LTDA
08/05/2023;33219;SM LOUVEIRA LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;3;109,1;327,3;JH MASSARI REPR LTDA
25/05/2023;33079;SM E REST JVA EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;6;400,7;2404,2;JH MASSARI REPR LTDA
25/05/2023;33079;SM E REST JVA EIRELI;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;11;239,8;2637,8;JH MASSARI REPR LTDA
12/06/2023;33180;SM SARTORATO E XAVIER LTDA;4783P;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS PET 12X500ML;3;226,9;680,7;JH MASSARI REPR LTDA
12/06/2023;33180;SM SARTORATO E XAVIER LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;5;239,8;1199;JH MASSARI REPR LTDA
12/06/2023;33180;SM SARTORATO E XAVIER LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;3;400,7;1202,1;JH MASSARI REPR LTDA
12/06/2023;33184;SM TULON LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;400,7;4007;JH MASSARI REPR LTDA
12/06/2023;33184;SM TULON LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;20;239,8;4796;JH MASSARI REPR LTDA
12/06/2023;33186;SM MONTICO LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;4;239,8;959,2;JH MASSARI REPR LTDA
12/06/2023;33186;SM MONTICO LTDA;4783P;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS PET 12X500ML;4;226,9;907,6;JH MASSARI REPR LTDA
12/06/2023;33186;SM MONTICO LTDA;4813;SEVILHA AZEITE DE OLIVA EXTRA VIRGEM C12 UN;2;239,8;479,6;JH MASSARI REPR LTDA
12/06/2023;33186;SM MONTICO LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;3;400,7;1202,1;JH MASSARI REPR LTDA
12/06/2023;33182;SM CACULA LTDA;4813P;SEVILHA AZEITE DE OLIVA EXTRA VIRGEM PET 12X500ML;2;226,9;453,8;JH MASSARI REPR LTDA
12/06/2023;33182;SM CACULA LTDA;4011P;AZEITE OLIVA EXT VIRG TRADICAO PET 20X500ML;2;379,1;758,2;JH MASSARI REPR LTDA
12/06/2023;33182;SM CACULA LTDA;4783P;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS PET 12X500ML;2;226,9;453,8;JH MASSARI REPR LTDA
12/06/2023;33178;SM E REST JVA EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;6;400,7;2404,2;JH MASSARI REPR LTDA
12/06/2023;33178;SM E REST JVA EIRELI;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;30;239,8;7194;JH MASSARI REPR LTDA
12/06/2023;33218;SM LOUVEIRA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;400,7;2003,5;JH MASSARI REPR LTDA
12/06/2023;33218;SM LOUVEIRA LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;5;239,8;1199;JH MASSARI REPR LTDA
12/06/2023;33503;SM E REST JVA EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;6;420,3;2521,8;JH MASSARI REPR LTDA
12/06/2023;33504;SM E REST JVA EIRELI;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;5;105;525;JH MASSARI REPR LTDA
12/06/2023;33504;SM E REST JVA EIRELI;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;9;190,8;1717,2;JH MASSARI REPR LTDA
12/06/2023;33504;SM E REST JVA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;158,6;475,8;JH MASSARI REPR LTDA
15/06/2023;33546;SM E REST JVA EIRELI;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;5;254,5;1272,5;JH MASSARI REPR LTDA
15/06/2023;33546;SM E REST JVA EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;6;428;2568;JH MASSARI REPR LTDA
15/06/2023;33547;SM E REST JVA EIRELI;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;5;101,2;506;JH MASSARI REPR LTDA
15/06/2023;33547;SM E REST JVA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;154;462;JH MASSARI REPR LTDA
15/06/2023;33547;SM E REST JVA EIRELI;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;6;184,1;1104,6;JH MASSARI REPR LTDA
27/06/2023;33695;SM E REST JVA EIRELI;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - AZEITE DE OLIVA E OLEO DE GI;9;190,8;1717,2;JH MASSARI REPR LTDA
27/06/2023;33695;SM E REST JVA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;158,6;475,8;JH MASSARI REPR LTDA
27/06/2023;33695;SM E REST JVA EIRELI;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;5;105;525;JH MASSARI REPR LTDA
31/03/2023;32953;P SEVERINI NETTO COML LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - VD 20X500ML - ÓLEO DE GIRASSOL E;495;178,1;88159,5;JOSE CARLOS ZAGO
31/03/2023;32953;P SEVERINI NETTO COML LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;525;102,8;53970;JOSE CARLOS ZAGO
31/03/2023;32954;P SEVERINI NETTO COML LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - VD 20X500ML - ÓLEO DE GIRASSOL E;550;178,1;97955;JOSE CARLOS ZAGO
31/03/2023;32954;P SEVERINI NETTO COML LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;450;102,8;46260;JOSE CARLOS ZAGO
11/04/2023;33001;P SEVERINI NETTO COML LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;550;178,1;97955;JOSE CARLOS ZAGO
11/04/2023;33001;P SEVERINI NETTO COML LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;450;102,8;46260;JOSE CARLOS ZAGO
11/04/2023;33002;P SEVERINI NETTO COML LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;525;102,8;53970;JOSE CARLOS ZAGO
11/04/2023;33002;P SEVERINI NETTO COML LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;495;178,1;88159,5;JOSE CARLOS ZAGO
26/04/2023;33140;P SEVERINI NETTO COML LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;495;178,1;88159,5;JOSE CARLOS ZAGO
26/04/2023;33140;P SEVERINI NETTO COML LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;525;102,8;53970;JOSE CARLOS ZAGO
26/04/2023;33141;P SEVERINI NETTO COML LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;550;178,1;97955;JOSE CARLOS ZAGO
26/04/2023;33141;P SEVERINI NETTO COML LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;450;102,8;46260;JOSE CARLOS ZAGO
31/01/2023;32375;PDP RESTAURANTE LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;2;743,6;1487,2;JOSE EDUARDO CALUSNI 
01/02/2023;32363;ESTDP COM E PART LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;6;269,6;1617,6;JOSE EDUARDO CALUSNI 
10/02/2023;32353;SUPERMERCADOS CAETANO LTDA;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;5;171,4;857;JOSE EDUARDO CALUSNI 
10/02/2023;32354;SUPERMERCADOS CAETANO LTDA;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;10;171,4;1714;JOSE EDUARDO CALUSNI 
10/02/2023;32356;SUPERMERCADOS CAETANO LTDA;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;5;171,4;857;JOSE EDUARDO CALUSNI 
10/02/2023;32358;SUPERMERCADOS CAETANO LTDA;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;5;171,4;857;JOSE EDUARDO CALUSNI 
10/02/2023;32357;SUPERMERCADOS CAETANO LTDA;4363P;OLEO COMP SOJA E OLIVA TRADICAO PET 20X500ML;5;171,4;857;JOSE EDUARDO CALUSNI 
16/02/2023;32476;SUPERMERCADOS CAETANO LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;30;280,98;8429,4;JOSE EDUARDO CALUSNI 
16/02/2023;32480;SUPERMERCADOS CAETANO LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;25;280,98;7024,5;JOSE EDUARDO CALUSNI 
16/02/2023;32478;SUPERMERCADOS CAETANO LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;25;280,98;7024,5;JOSE EDUARDO CALUSNI 
16/02/2023;32479;SUPERMERCADOS CAETANO LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;30;280,98;8429,4;JOSE EDUARDO CALUSNI 
16/02/2023;32475;SUPERMERCADOS CAETANO LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;25;280,98;7024,5;JOSE EDUARDO CALUSNI 
14/03/2023;32781;ESTDP COM E PART LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;7;245;1715;JOSE EDUARDO CALUSNI 
17/03/2023;32804;SM PISTONI LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;4;177,2;708,8;JOSE EDUARDO CALUSNI 
15/05/2023;32804;SM PISTONI LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;2;239,76;479,52;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;40;158,6;6344;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4615S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X250ML;25;110,6;2765;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;40;158,6;6344;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;55;105;5775;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4615S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X250ML;25;110,6;2765;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;40;158,6;6344;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;55;105;5775;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4615S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X250ML;25;110,6;2765;JOSE EDUARDO CALUSNI 
31/05/2023;33499;GIRA RAPIDO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;55;105;5775;JOSE EDUARDO CALUSNI 
01/02/2023;32403;GARCIA & GOMES COM DE FRIOS LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;10;285,8;2858;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
01/02/2023;32403;GARCIA & GOMES COM DE FRIOS LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;10;285,8;2858;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
15/02/2023;32402;UBADESKLIMP-COMERCIAL DISTRIBUIDORA LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;20;214;4280;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
28/02/2023;32648;COML BP DE PROD ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;163;815;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
10/03/2023;32767;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;100;156;15600;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
10/03/2023;32767;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;100;156;15600;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
10/03/2023;32767;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;177,1;5313;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
10/03/2023;32767;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;177,1;5313;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
10/03/2023;32767;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;100;156;15600;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
10/03/2023;32767;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;177,1;5313;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
23/03/2023;32576;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;50;292,68;14634;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
23/03/2023;32576;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;50;217,8;10890;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
23/03/2023;32576;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;50;292,68;14634;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
23/03/2023;32576;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;50;217,8;10890;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
23/03/2023;32576;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;50;217,8;10890;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
23/03/2023;32576;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;50;292,68;14634;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
27/03/2023;32648;COML BP DE PROD ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;4;214;856;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
